sku,cantidad_venta_real,total_venta,cantidad_compra,total_compra,costo_producto_iva,fecha_compra,stock,flujo_caja,costo_stock,fecha_mes_stock,status
ACT-0138,44,11000,57,11913,209.00000000799997,2025-05-04,13,-913,2717,7,DEAD STOCK
ACT-0139,46,16008,60,17400,290.0,2025-05-04,14,-1392,4060,7,DEAD STOCK
ACT-0140,44,4752,60,4980,83.0000000024,2025-05-04,16,-228,1328,7,DEAD STOCK
ACT-0141,48,13392,57,13224,231.99999999999997,2025-05-04,9,168,2087,7,DEAD STOCK
ACT-0142,44,12892,60,14640,244.00000001599997,2025-05-04,16,-1748,3904,7,DEAD STOCK
ACT-0143,60,16260,60,13560,225.999999992,2024-06-06,0,2700,0,18,DEAD STOCK
ACT-0144,47,16969,60,18060,300.99999997599997,2024-06-06,13,-1091,3912,18,DEAD STOCK
ACT-0145,52,10452,60,10080,167.999999992,2024-06-06,8,372,1343,18,DEAD STOCK
ACT-0146,52,6656,60,5880,97.99999999919999,2024-06-06,8,776,783,18,DEAD STOCK
ACT-0147,57,11630,57,8949,157.000000016,2024-06-06,0,2681,0,18,DEAD STOCK
ACT-0148,57,11286,60,9180,152.99999997199998,2024-06-06,3,2106,458,18,DEAD STOCK
ACT-0149,52,16172,60,15540,259.000000036,2024-06-06,8,632,2072,18,DEAD STOCK
ACT-0150,45,3645,57,3591,63.00000000279999,2024-06-06,12,54,756,18,DEAD STOCK
ACT-0151,48,12576,60,13140,218.999999944,2024-06-06,12,-564,2627,18,DEAD STOCK
ACT-0152,49,7155,60,6780,112.999999996,2024-06-06,11,375,1242,18,DEAD STOCK
ACT-0153,55,16115,57,13908,244.00000001599997,2024-06-06,2,2207,488,18,DEAD STOCK
ACT-0154,51,18360,60,18000,300.000000052,2024-06-06,9,360,2700,18,DEAD STOCK
ACT-0155,40,10680,57,12654,221.99999994799998,2025-06-05,17,-1974,3773,5,DEAD STOCK
ACT-0156,39,6708,57,7581,132.999999984,2025-06-05,18,-873,2393,5,DEAD STOCK
ACT-0157,45,12331,57,13053,228.99999999599999,2025-06-05,12,-722,2747,5,DEAD STOCK
ACT-0158,44,7436,57,7410,129.99999997999998,2025-06-05,13,26,1689,5,DEAD STOCK
ACT-0159,43,4730,57,4845,85.0000000012,2025-06-05,14,-115,1190,5,DEAD STOCK
ACT-0160,42,10164,57,11457,201.000000036,2025-06-05,15,-1293,3015,5,DEAD STOCK
ACT-0161,44,10385,57,11229,196.999999992,2025-06-05,13,-844,2560,5,DEAD STOCK
ACT-0162,40,9801,57,11685,204.99999996399998,2025-06-05,17,-1884,3484,5,DEAD STOCK
ACT-0163,42,9282,57,10488,184.000000052,2025-06-05,15,-1206,2760,5,DEAD STOCK
ACT-0164,48,7968,57,7296,128.000000016,2025-06-05,9,672,1152,5,DEAD STOCK
ACT-0165,45,10215,57,10830,189.999999944,2025-06-05,12,-615,2279,5,DEAD STOCK
ACT-0166,45,5760,57,5586,97.99999999919999,2025-06-05,12,174,1175,5,DEAD STOCK
ACT-0167,46,9799,57,10146,178.000000044,2025-06-05,11,-347,1958,5,DEAD STOCK
ACT-0168,47,10528,57,10659,187.00000005599998,2025-06-05,10,-131,1870,5,DEAD STOCK
ACT-0169,41,12178,57,14136,247.999999944,2025-06-05,16,-1958,3967,5,DEAD STOCK
ACT-0170,48,15936,57,15732,276.00000002,2025-06-05,9,204,2484,5,DEAD STOCK
ACT-0171,44,15489,60,17640,294.000000044,2025-06-05,16,-2151,4704,5,DEAD STOCK
ACT-0172,48,15648,57,15447,271.000000052,2024-07-04,9,201,2439,17,DEAD STOCK
ACT-0173,46,11224,57,11571,203.0,2024-07-04,11,-347,2233,17,DEAD STOCK
ACT-0174,49,18082,57,17556,308.000000024,2024-07-04,8,526,2464,17,DEAD STOCK
ACT-0175,57,7353,57,5700,99.99999999799999,2024-07-04,0,1653,0,17,DEAD STOCK
ACT-0176,57,6043,57,4674,81.99999999719999,2024-07-04,0,1369,0,17,DEAD STOCK
ACT-0177,48,13824,57,13680,239.99999997199998,2024-07-04,9,144,2159,17,DEAD STOCK
ACT-0178,44,12936,54,13230,245.00000005599998,2024-07-04,10,-294,2450,17,DEAD STOCK
ACT-0179,46,15916,57,16416,288.000000036,2024-07-04,11,-500,3168,17,DEAD STOCK
ACT-0180,45,6705,57,6498,114.0000000012,2024-07-04,12,207,1368,17,DEAD STOCK
ACT-0181,54,16362,54,13662,253.000000028,2024-07-04,0,2700,0,17,DEAD STOCK
ACT-0182,57,5016,57,3819,67.0000000004,2024-07-04,0,1197,0,17,DEAD STOCK
ACT-0183,49,12447,57,12084,212.000000012,2024-07-04,8,363,1696,17,DEAD STOCK
ACT-0184,53,6784,54,5292,97.99999999919999,2024-07-04,1,1492,97,17,DEAD STOCK
ACT-0185,48,14496,57,14307,250.99999994799995,2024-07-04,9,189,2258,17,DEAD STOCK
ACT-0186,26,7618,39,9516,244.00000001599997,2025-07-04,13,-1898,3172,5,DEAD STOCK
ACT-0187,30,7951,39,8619,221.00000002399997,2025-07-04,9,-668,1989,5,DEAD STOCK
ACT-0188,31,4960,39,4797,123.000000048,2025-07-04,8,163,984,5,DEAD STOCK
ACT-0189,30,9780,42,11424,271.99999997599997,2025-07-04,12,-1644,3263,5,DEAD STOCK
ACT-0190,30,8970,39,9711,248.99999998399997,2025-07-04,9,-741,2240,5,DEAD STOCK
ACT-0191,33,11022,42,11718,279.000000024,2025-07-04,9,-696,2511,5,DEAD STOCK
ACT-0192,32,4672,42,4704,112.0000000024,2025-07-04,10,-32,1120,5,DEAD STOCK
ACT-0193,26,5616,39,7020,180.00000000799997,2025-07-04,13,-1404,2340,5,DEAD STOCK
ACT-0194,29,9193,42,11130,265.000000044,2025-07-04,13,-1937,3445,5,DEAD STOCK
ACT-0195,31,8556,42,9660,230.000000036,2025-07-04,11,-1104,2530,5,DEAD STOCK
ACT-0196,29,4727,39,4914,126.00000005199999,2025-07-04,10,-187,1260,5,DEAD STOCK
ACT-0197,33,12441,42,13188,314.000000032,2025-07-04,9,-747,2826,5,DEAD STOCK
ACT-0198,32,11904,42,13020,309.999999988,2025-07-04,10,-1116,3099,5,DEAD STOCK
ACT-0199,28,6860,39,7956,204.00000003999997,2025-07-04,11,-1096,2244,5,DEAD STOCK
ACT-0200,34,8296,42,8526,203.0,2025-07-04,8,-230,1624,5,DEAD STOCK
ACT-0201,50,11650,51,9945,195.000000028,2024-08-06,1,1705,195,16,DEAD STOCK
ACT-0202,44,10648,51,10251,201.000000036,2024-08-06,7,397,1407,16,DEAD STOCK
ACT-0203,43,14278,51,14127,276.99999994399997,2024-08-06,8,151,2215,16,DEAD STOCK
ACT-0204,45,9450,51,8925,175.00000003999997,2024-08-06,6,525,1050,16,DEAD STOCK
ACT-0205,43,15867,51,15657,306.999999984,2024-08-06,8,210,2455,16,DEAD STOCK
ACT-0206,40,10720,51,11424,224.000000028,2024-08-06,11,-704,2464,16,DEAD STOCK
ACT-0207,42,13566,51,13719,268.999999972,2024-08-06,9,-153,2420,16,DEAD STOCK
ACT-0208,51,9078,51,6987,137.000000028,2024-08-06,0,2091,0,16,DEAD STOCK
ACT-0209,50,14950,51,12699,248.99999998399997,2024-08-06,1,2251,248,16,DEAD STOCK
ACT-0210,42,10290,51,10404,204.00000003999997,2024-08-06,9,-114,1836,16,DEAD STOCK
ACT-0211,45,13455,51,12699,248.99999998399997,2024-08-06,6,756,1493,16,DEAD STOCK
ACT-0212,44,16016,51,15504,303.99999998,2024-08-06,7,512,2127,16,DEAD STOCK
ACT-0213,51,17952,51,14943,293.000000004,2024-08-06,0,3009,0,16,DEAD STOCK
ACT-0214,40,4040,51,3978,77.99999999959999,2024-08-06,11,62,857,16,DEAD STOCK
ACT-0215,44,10384,54,10638,196.999999992,2024-08-06,10,-254,1969,16,DEAD STOCK
ACT-0216,43,12728,57,14022,245.99999997999998,2025-08-05,14,-1294,3443,3,LIQUIDACION PRIORITARIA
ACT-0217,46,9522,57,9120,160.00000002,2025-08-05,11,402,1760,3,LIQUIDACION PRIORITARIA
ACT-0218,36,4320,57,5244,92.0000000028,2025-08-05,21,-924,1932,3,LIQUIDACION PRIORITARIA
ACT-0219,46,14859,57,15390,270.000000012,2025-08-05,11,-531,2970,3,LIQUIDACION PRIORITARIA
ACT-0220,37,7622,57,9006,158.00000005599998,2025-08-05,20,-1384,3160,3,LIQUIDACION PRIORITARIA
ACT-0221,45,9856,57,10431,183.000000012,2025-08-05,12,-575,2196,3,LIQUIDACION PRIORITARIA
ACT-0222,44,12452,57,13452,236.000000044,2025-08-05,13,-1000,3068,3,LIQUIDACION PRIORITARIA
ACT-0223,45,10485,57,11058,193.99999998799998,2025-08-05,12,-573,2327,3,LIQUIDACION PRIORITARIA
ACT-0224,49,8331,60,7860,131.00000002,2025-08-05,11,471,1441,3,LIQUIDACION PRIORITARIA
ACT-0225,44,9724,60,11040,184.000000052,2025-08-05,16,-1316,2944,3,LIQUIDACION PRIORITARIA
ACT-0226,46,17112,57,17670,309.999999988,2025-08-05,11,-558,3409,3,LIQUIDACION PRIORITARIA
ACT-0227,50,12651,60,12660,210.99999997199998,2025-08-05,10,-9,2109,3,LIQUIDACION PRIORITARIA
ACT-0228,39,9204,60,11820,196.999999992,2025-08-05,21,-2616,4136,3,LIQUIDACION PRIORITARIA
ACT-0229,41,9922,57,11457,201.000000036,2025-08-05,16,-1535,3216,3,LIQUIDACION PRIORITARIA
ACT-0230,42,7560,60,8280,137.999999952,2025-08-05,18,-720,2483,3,LIQUIDACION PRIORITARIA
ACT-0231,46,7774,57,7410,129.99999997999998,2024-09-05,11,364,1429,15,DEAD STOCK
ACT-0232,57,6498,57,5016,88.0000000052,2024-09-05,0,1482,0,15,DEAD STOCK
ACT-0233,56,5432,57,4275,74.9999999956,2024-09-05,1,1157,74,15,DEAD STOCK
ACT-0234,57,12768,57,10602,186.000000016,2024-09-05,0,2166,0,15,DEAD STOCK
ACT-0235,56,12544,57,10659,187.00000005599998,2024-09-05,1,1885,187,15,DEAD STOCK
ACT-0236,42,15415,57,17442,305.99999994399997,2024-09-05,15,-2027,4589,15,DEAD STOCK
ACT-0237,44,13420,54,13716,253.99999995199997,2024-09-05,10,-296,2539,15,DEAD STOCK
ACT-0238,45,13860,57,14592,256.000000032,2024-09-05,12,-732,3072,15,DEAD STOCK
ACT-0239,57,20178,57,16815,294.999999968,2024-09-05,0,3363,0,15,DEAD STOCK
ACT-0240,44,15004,54,15390,285.000000032,2024-09-05,10,-386,2850,15,DEAD STOCK
ACT-0241,56,13328,57,11286,198.000000032,2024-09-05,1,2042,198,15,DEAD STOCK
ACT-0242,46,9522,57,9804,172.000000036,2024-09-05,11,-282,1892,15,DEAD STOCK
ACT-0243,53,18073,54,15390,285.000000032,2024-09-05,1,2683,285,15,DEAD STOCK
ACT-0244,55,15840,57,13680,239.99999997199998,2024-09-05,2,2160,479,15,DEAD STOCK
ACT-0245,44,11528,54,11826,218.999999944,2025-09-05,10,-298,2189,2,LENTA ROTACION
ACT-0246,30,2910,57,4275,74.9999999956,2025-09-05,27,-1365,2024,2,LENTA ROTACION
ACT-0247,41,8815,54,9666,178.99999996799997,2025-09-05,13,-851,2326,2,LENTA ROTACION
ACT-0248,26,5226,57,9576,167.999999992,2025-09-05,31,-4350,5207,2,LENTA ROTACION
ACT-0249,45,12825,57,13509,236.99999996799997,2025-09-05,12,-684,2843,2,LENTA ROTACION
ACT-0250,41,9185,54,10098,187.00000005599998,2025-09-05,13,-913,2431,2,LENTA ROTACION
ACT-0251,41,8610,57,9234,161.999999984,2025-09-05,16,-624,2591,2,LENTA ROTACION
ACT-0252,46,8879,57,8493,149.000000044,2025-09-05,11,386,1639,2,LENTA ROTACION
ACT-0253,33,6798,54,8532,158.00000005599998,2025-09-05,21,-1734,3318,2,LENTA ROTACION
ACT-0254,35,8050,57,10944,192.00000002399997,2025-09-05,22,-2894,4224,2,LENTA ROTACION
ACT-0255,57,15106,57,12597,221.00000002399997,2024-10-05,0,2509,0,14,DEAD STOCK
ACT-0256,49,8428,57,7524,131.999999944,2024-10-05,8,904,1055,14,DEAD STOCK
ACT-0257,48,10608,60,11040,184.000000052,2024-10-05,12,-432,2208,14,DEAD STOCK
ACT-0258,50,6250,60,5760,96.0000000004,2024-10-05,10,490,960,14,DEAD STOCK
ACT-0259,44,6644,57,6612,115.99999999999999,2024-10-05,13,32,1507,14,DEAD STOCK
ACT-0260,48,12576,60,13140,218.999999944,2024-10-05,12,-564,2627,14,DEAD STOCK
ACT-0261,52,12844,60,12360,206.000000004,2024-10-05,8,484,1648,14,DEAD STOCK
ACT-0262,55,6325,57,5073,88.99999999879999,2024-10-05,2,1252,177,14,DEAD STOCK
ACT-0263,52,16484,60,15840,264.000000004,2024-10-05,8,644,2112,14,DEAD STOCK
ACT-0264,60,11581,60,8940,149.000000044,2024-10-05,0,2641,0,14,DEAD STOCK
ACT-0265,55,11055,57,9576,167.999999992,2024-10-05,2,1479,335,14,DEAD STOCK
ACT-0266,49,10732,60,10980,183.000000012,2024-10-05,11,-248,2013,14,DEAD STOCK
ACT-0267,49,15092,60,15420,256.999999956,2024-10-05,11,-328,2826,14,DEAD STOCK
ACT-0268,45,11430,57,12084,212.000000012,2024-10-05,12,-654,2544,14,DEAD STOCK
ACT-0269,48,5280,60,5040,83.999999996,2024-10-05,12,240,1007,14,DEAD STOCK
ACT-0270,31,6386,57,9747,170.99999999599999,2025-10-04,26,-3361,4445,1,ACTIVO
ACT-0271,28,6944,57,11799,207.000000044,2025-10-04,29,-4855,6003,1,ACTIVO
ACT-0272,36,9828,57,12939,227.000000032,2025-10-04,21,-3111,4767,1,ACTIVO
ACT-0273,38,9956,57,12483,218.999999944,2025-10-04,19,-2527,4160,1,ACTIVO
ACT-0274,46,5750,57,5472,96.0000000004,2025-10-04,11,278,1056,1,ACTIVO
ACT-0275,36,6912,57,8379,146.99999996399998,2025-10-04,21,-1467,3086,1,ACTIVO
ACT-0276,39,10335,57,12597,221.00000002399997,2025-10-04,18,-2262,3978,1,ACTIVO
ACT-0277,44,15136,57,16359,286.999999996,2025-10-04,13,-1223,3730,1,ACTIVO
ACT-0278,36,10476,60,14580,242.999999976,2025-10-04,24,-4104,5831,1,ACTIVO
ACT-0279,36,7776,57,9462,166.000000028,2025-10-04,21,-1686,3486,1,ACTIVO
ACT-0280,41,10988,60,13440,224.000000028,2025-10-04,19,-2452,4256,1,ACTIVO
ACT-0281,50,17300,60,17280,288.000000036,2025-10-04,10,20,2880,1,ACTIVO
ACT-0282,44,9108,57,9063,158.99999997999998,2025-10-04,13,45,2066,1,ACTIVO
ACT-0283,33,5478,60,7680,128.000000016,2025-10-04,27,-2202,3456,1,ACTIVO
ACT-0284,32,4576,60,6600,110.00000000360001,2025-10-04,28,-2024,3080,1,ACTIVO
ACT-0285,26,6656,57,12141,213.000000052,2025-10-04,31,-5485,6603,1,ACTIVO
ACT-0286,28,5544,60,9120,152.000000048,2025-10-04,32,-3576,4864,1,ACTIVO
ACT-0287,27,8398,60,15600,259.99999995999997,2025-10-04,33,-7202,8579,1,ACTIVO
ACT-0288,44,9988,57,10773,189.00000002,2025-10-04,13,-785,2457,1,ACTIVO
ACT-0289,39,4096,60,4860,81.00000000360001,2025-10-04,21,-764,1701,1,ACTIVO
ACT-0290,46,9338,57,9633,169.000000032,2024-11-09,11,-295,1859,12,DEAD STOCK
ACT-0291,48,17280,57,17100,300.000000052,2024-11-09,9,180,2700,12,DEAD STOCK
ACT-0292,56,5936,57,4674,81.99999999719999,2024-11-09,1,1262,81,12,DEAD STOCK
ACT-0293,45,16605,57,17556,308.000000024,2024-11-09,12,-951,3696,12,DEAD STOCK
ACT-0294,48,9648,57,8778,154.000000012,2024-11-09,9,870,1386,12,DEAD STOCK
ACT-0295,47,12972,57,13110,230.000000036,2024-11-09,10,-138,2300,12,DEAD STOCK
ACT-0296,49,11417,57,11058,193.99999998799998,2024-11-09,8,359,1551,12,DEAD STOCK
ACT-0297,56,15960,57,13566,238.00000000799997,2024-11-09,1,2394,238,12,DEAD STOCK
ACT-0298,45,13096,57,13851,242.999999976,2024-11-09,12,-755,2915,12,DEAD STOCK
ACT-0299,56,16744,57,14193,248.99999998399997,2024-11-09,1,2551,248,12,DEAD STOCK
ACT-0300,51,11271,60,11100,184.999999976,2024-11-09,9,171,1664,12,DEAD STOCK
ACT-0301,46,12328,57,12711,222.99999998799998,2024-11-09,11,-383,2452,12,DEAD STOCK
ACT-0302,59,12214,60,9600,160.00000002,2024-11-09,1,2614,160,12,DEAD STOCK
ACT-0303,37,9067,57,11685,204.99999996399998,2025-11-06,20,-2618,4099,0,NOVEDAD
ACT-0304,35,7035,57,9519,166.99999995199997,2025-11-06,22,-2484,3673,0,NOVEDAD
ACT-0305,35,4305,57,5415,94.9999999952,2025-11-06,22,-1110,2089,0,NOVEDAD
ACT-0306,46,5521,60,5580,92.99999999639999,2025-11-06,14,-59,1301,0,NOVEDAD
ACT-0307,30,6900,60,11460,190.99999998399997,2025-11-06,30,-4560,5729,0,NOVEDAD
ACT-0308,41,8364,57,9690,169.99999995599998,2025-11-06,16,-1326,2719,0,NOVEDAD
ACT-0309,39,4017,60,4740,79.00000000479999,2025-11-06,21,-723,1659,0,NOVEDAD
ACT-0310,39,8502,60,10920,181.99999997199998,2025-11-06,21,-2418,3821,0,NOVEDAD
ACT-0311,30,10200,57,16131,282.999999952,2025-11-06,27,-5931,7640,0,NOVEDAD
ACT-0312,29,6931,60,11940,198.99999995599998,2025-11-06,31,-5009,6168,0,NOVEDAD
ACT-0313,49,18131,60,18540,308.999999948,2025-11-06,11,-409,3398,0,NOVEDAD
ACT-0314,33,8745,57,12597,221.00000002399997,2025-11-06,24,-3852,5304,0,NOVEDAD
ACT-0315,26,7644,60,14700,245.00000005599998,2025-11-06,34,-7056,8330,0,NOVEDAD
ACT-0316,26,8086,60,15540,259.000000036,2025-11-06,34,-7454,8806,0,NOVEDAD
ACT-0317,28,7813,57,13281,233.00000003999997,2025-11-06,29,-5468,6757,0,NOVEDAD
ACT-0318,46,15364,60,16740,279.000000024,2025-11-06,14,-1376,3906,0,NOVEDAD
ACT-0319,52,13936,60,13380,222.99999998799998,2024-12-05,8,556,1783,12,DEAD STOCK
ACT-0320,58,9454,60,7500,125.00000001199999,2024-12-05,2,1954,250,12,DEAD STOCK
ACT-0321,48,8160,60,7860,131.00000002,2024-12-05,12,300,1572,12,DEAD STOCK
ACT-0322,58,16414,60,14160,236.000000044,2024-12-05,2,2254,472,12,DEAD STOCK
ACT-0323,52,8060,60,7140,119.00000000399999,2024-12-05,8,920,952,12,DEAD STOCK
ACT-0324,58,14210,60,12240,204.00000003999997,2024-12-05,2,1970,408,12,DEAD STOCK
ACT-0325,50,16600,60,16620,276.99999994399997,2024-12-05,10,-20,2769,12,DEAD STOCK
ACT-0326,51,14841,60,14520,242.000000052,2024-12-05,9,321,2178,12,DEAD STOCK
ACT-0327,59,7788,60,6120,101.99999999679999,2024-12-05,1,1668,101,12,DEAD STOCK
ACT-0328,53,7261,60,6300,105.0000000008,2024-12-05,7,961,735,12,DEAD STOCK
ACT-0329,46,17020,57,17613,308.999999948,2024-12-05,11,-593,3398,12,DEAD STOCK
ACT-0330,60,13080,60,10860,181.000000048,2024-12-05,0,2220,0,12,DEAD STOCK
ACT-0331,53,12986,60,12300,204.99999996399998,2024-12-05,7,686,1434,12,DEAD STOCK
ACT-0332,46,12834,57,13224,231.99999999999997,2024-12-05,11,-390,2551,12,DEAD STOCK
ACT-0333,60,9300,60,7140,119.00000000399999,2024-12-05,0,2160,0,12,DEAD STOCK
ACT-0334,48,13728,60,14340,239.000000048,2024-12-05,12,-612,2868,12,DEAD STOCK
ACT-0335,45,9450,57,9234,161.999999984,2024-12-05,12,216,1943,12,DEAD STOCK
ACT-0336,59,19413,60,16500,274.99999998,2024-12-05,1,2913,274,12,DEAD STOCK
ACT-0337,25,9075,57,17271,303.000000056,2025-12-06,32,-8196,9696,-1,NOVEDAD
ACT-0338,35,3221,57,4047,70.99999999799999,2025-12-06,22,-826,1561,-1,NOVEDAD
ACT-0339,31,5053,57,7182,126.00000005199999,2025-12-06,26,-2129,3276,-1,NOVEDAD
ACT-0340,36,11304,57,14934,262.00000004,2025-12-06,21,-3630,5502,-1,NOVEDAD
ACT-0341,39,10686,57,13053,228.99999999599999,2025-12-06,18,-2367,4121,-1,NOVEDAD
ACT-0342,26,7774,57,14193,248.99999998399997,2025-12-06,31,-6419,7718,-1,NOVEDAD
ACT-0343,31,3534,57,4959,87.0,2025-12-06,26,-1425,2262,-1,NOVEDAD
ACT-0344,36,11844,57,15618,274.000000056,2025-12-06,21,-3774,5754,-1,NOVEDAD
ACT-0345,25,4250,57,7467,131.00000002,2025-12-06,32,-3217,4192,-1,NOVEDAD
ACT-0346,35,8540,60,12180,203.0,2025-12-06,25,-3640,5075,-1,NOVEDAD
ACT-0347,36,4932,57,5985,105.0000000008,2025-12-06,21,-1053,2205,-1,NOVEDAD
ACT-0348,30,9600,60,16020,267.000000008,2025-12-06,30,-6420,8010,-1,NOVEDAD
ACT-0349,28,5936,60,9780,163.00000002399997,2025-12-06,32,-3844,5216,-1,NOVEDAD
ACT-0350,37,13986,57,17955,314.99999995599995,2025-12-06,20,-3969,6299,-1,NOVEDAD
ACT-0351,38,13149,60,17340,288.99999995999997,2025-12-06,22,-4191,6357,-1,NOVEDAD
AJL-0001,7,1428,9,1530,169.99999995599998,2024-01-04,2,-102,339,23,DEAD STOCK
AJL-0002,9,1809,9,1512,167.999999992,2024-01-04,0,297,0,23,DEAD STOCK
AJL-0003,10,2030,12,2028,169.000000032,2024-01-04,2,2,338,23,DEAD STOCK
AJL-0004,7,1463,9,1566,174.0,2024-01-04,2,-103,348,23,DEAD STOCK
AJL-0005,10,2190,12,2196,183.000000012,2024-01-04,2,-6,366,23,DEAD STOCK
AJL-0006,7,1407,9,1503,166.99999995199997,2025-01-04,2,-96,333,11,DEAD STOCK
AJL-0007,9,1809,9,1512,167.999999992,2025-01-04,0,297,0,11,DEAD STOCK
AJL-0008,7,1449,9,1557,172.99999996,2025-01-04,2,-108,345,11,DEAD STOCK
AJL-0009,7,1512,9,1494,166.000000028,2025-01-04,2,18,332,11,DEAD STOCK
AJL-0010,9,1917,12,2124,177.000000004,2025-01-04,3,-207,531,11,DEAD STOCK
AJL-0011,9,1809,9,1512,167.999999992,2024-02-05,0,297,0,22,DEAD STOCK
AJL-0012,7,1491,9,1602,178.000000044,2024-02-05,2,-111,356,22,DEAD STOCK
AJL-0013,9,1809,9,1503,166.99999995199997,2024-02-05,0,306,0,22,DEAD STOCK
AJL-0014,7,1442,9,1539,170.99999999599999,2024-02-05,2,-97,341,22,DEAD STOCK
AJL-0015,8,1696,9,1584,175.99999996399998,2024-02-05,1,112,175,22,DEAD STOCK
AJL-0016,9,1917,9,1602,178.000000044,2024-02-05,0,315,0,22,DEAD STOCK
AJL-0017,9,1908,9,1467,163.00000002399997,2024-02-05,0,441,0,22,DEAD STOCK
AJL-0018,8,1744,9,1629,181.000000048,2024-02-05,1,115,181,22,DEAD STOCK
AJL-0019,6,1206,9,1512,167.999999992,2025-03-05,3,-306,503,9,DEAD STOCK
AJL-0020,5,1105,9,1665,184.999999976,2025-03-05,4,-560,739,9,DEAD STOCK
AJL-0021,7,1463,9,1566,174.0,2025-03-05,2,-103,348,9,DEAD STOCK
AJL-0022,8,1704,9,1593,177.000000004,2025-03-05,1,111,177,9,DEAD STOCK
AJL-0023,7,1491,9,1602,178.000000044,2025-03-05,2,-111,356,9,DEAD STOCK
AJL-0024,7,1463,9,1566,174.0,2025-03-05,2,-103,348,9,DEAD STOCK
AJL-0025,7,1407,9,1512,167.999999992,2025-03-05,2,-105,335,9,DEAD STOCK
AJL-0026,7,1533,9,1647,183.000000012,2024-04-04,2,-114,366,20,DEAD STOCK
AJL-0027,9,1962,9,1638,181.99999997199998,2024-04-04,0,324,0,20,DEAD STOCK
AJL-0028,9,1809,9,1512,167.999999992,2024-04-04,0,297,0,20,DEAD STOCK
AJL-0029,11,2398,12,2172,181.000000048,2024-04-04,1,226,181,20,DEAD STOCK
AJL-0030,9,1890,9,1575,175.00000003999997,2024-04-04,0,315,0,20,DEAD STOCK
AJL-0031,8,1720,12,1980,164.99999998799998,2024-04-04,4,-260,659,20,DEAD STOCK
AJL-0032,7,1512,9,1620,180.00000000799997,2025-05-04,2,-108,360,7,DEAD STOCK
AJL-0033,6,1242,9,1548,172.000000036,2025-05-04,3,-306,516,7,DEAD STOCK
AJL-0034,7,1428,9,1530,169.99999995599998,2025-05-04,2,-102,339,7,DEAD STOCK
AJL-0035,6,1278,9,1476,163.99999994799998,2025-05-04,3,-198,491,7,DEAD STOCK
AJL-0036,7,1407,9,1503,166.99999995199997,2025-05-04,2,-96,333,7,DEAD STOCK
AJL-0037,7,1407,9,1503,166.99999995199997,2025-05-04,2,-96,333,7,DEAD STOCK
AJL-0038,7,1512,9,1494,166.000000028,2025-05-04,2,18,332,7,DEAD STOCK
AJL-0039,5,1060,9,1467,163.00000002399997,2025-05-04,4,-407,652,7,DEAD STOCK
AJL-0040,6,1224,9,1530,169.99999995599998,2025-05-04,3,-306,509,7,DEAD STOCK
AJL-0041,6,1272,9,1584,175.99999996399998,2024-06-08,3,-312,527,18,DEAD STOCK
AJL-0042,7,1421,9,1521,169.000000032,2024-06-08,2,-100,338,18,DEAD STOCK
AJL-0043,7,1428,9,1530,169.99999995599998,2024-06-08,2,-102,339,18,DEAD STOCK
AJL-0044,9,1962,12,2184,181.99999997199998,2024-06-08,3,-222,545,18,DEAD STOCK
AJL-0045,9,1962,9,1638,181.99999997199998,2024-06-08,0,324,0,18,DEAD STOCK
AJL-0046,8,1720,12,1980,164.99999998799998,2024-06-08,4,-260,659,18,DEAD STOCK
AJL-0047,7,1484,9,1584,175.99999996399998,2025-07-04,2,-100,351,5,DEAD STOCK
AJL-0048,6,1218,9,1521,169.000000032,2025-07-04,3,-303,507,5,DEAD STOCK
AJL-0049,9,1809,12,2016,167.999999992,2025-07-04,3,-207,503,5,DEAD STOCK
AJL-0050,6,1224,9,1530,169.99999995599998,2025-07-04,3,-306,509,5,DEAD STOCK
AJL-0051,7,1484,12,1956,163.00000002399997,2025-07-04,5,-472,815,5,DEAD STOCK
AJL-0052,7,1526,9,1629,181.000000048,2024-08-06,2,-103,362,16,DEAD STOCK
AJL-0053,7,1505,9,1611,178.99999996799997,2024-08-06,2,-106,357,16,DEAD STOCK
AJL-0054,9,1935,9,1485,164.99999998799998,2024-08-06,0,450,0,16,DEAD STOCK
AJL-0055,9,1890,9,1575,175.00000003999997,2024-08-06,0,315,0,16,DEAD STOCK
AJL-0056,7,1421,9,1521,169.000000032,2024-08-06,2,-100,338,16,DEAD STOCK
AJL-0057,7,1512,9,1620,180.00000000799997,2024-08-06,2,-108,360,16,DEAD STOCK
AJL-0058,12,2544,12,1956,163.00000002399997,2024-08-06,0,588,0,16,DEAD STOCK
AJL-0059,8,1744,9,1629,181.000000048,2024-10-04,1,115,181,14,DEAD STOCK
AJL-0060,10,2160,12,1992,166.000000028,2024-10-04,2,168,332,14,DEAD STOCK
AJL-0061,7,1463,9,1566,174.0,2024-10-04,2,-103,348,14,DEAD STOCK
AJL-0062,12,2616,12,2172,181.000000048,2024-10-04,0,444,0,14,DEAD STOCK
AJL-0063,9,1809,12,2004,166.99999995199997,2024-10-04,3,-195,500,14,DEAD STOCK
AJL-0064,9,1827,9,1521,169.000000032,2024-10-04,0,306,0,14,DEAD STOCK
AJL-0065,12,2412,12,2004,166.99999995199997,2024-10-04,0,408,0,14,DEAD STOCK
AJL-0066,5,1015,9,1521,169.000000032,2025-11-06,4,-506,676,0,NOVEDAD
